STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,SEX,AGE,URBANISATION,UNIT_MEASURE,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,TIME_PERIOD,OBS_VALUE,AGG_METHOD,UNIT_TYPE,DECIMALS,DATABASE_ID,TIME_FORMAT,UNIT_MULT,OBS_STATUS,OBS_CONF,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3_LABEL,AGG_METHOD_LABEL,UNIT_TYPE_LABEL,DECIMALS_LABEL,DATABASE_ID_LABEL,TIME_FORMAT_LABEL,UNIT_MULT_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ZMB,WB_WDI_SN_ITK_DEFC_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2016,33.4,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Zambia,Prevalence of undernourishment (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ZWE,WB_WDI_SN_ITK_DEFC_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2016,32.8,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Zimbabwe,Prevalence of undernourishment (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AFE,WB_WDI_SN_ITK_DEFC_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2017,23.29465836646202,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Eastern & Southern Africa,Prevalence of undernourishment (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AFW,WB_WDI_SN_ITK_DEFC_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2017,12.250094166784976,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Western & Central Africa,Prevalence of undernourishment (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ARB,WB_WDI_SN_ITK_DEFC_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2017,9.450855724920208,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Arab World,Prevalence of undernourishment (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CSS,WB_WDI_SN_ITK_DEFC_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2017,6.004862426428021,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Caribbean small states,Prevalence of undernourishment (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CEB,WB_WDI_SN_ITK_DEFC_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2017,2.6448725272273355,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Central Europe and the Baltics,Prevalence of undernourishment (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EAR,WB_WDI_SN_ITK_DEFC_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2017,9.60308324589175,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Early-demographic dividend,Prevalence of undernourishment (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EAS,WB_WDI_SN_ITK_DEFC_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2017,4.31838055221872,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,East Asia & Pacific,Prevalence of undernourishment (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EAP,WB_WDI_SN_ITK_DEFC_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2017,4.395570827020717,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,East Asia & Pacific (excluding high income),Prevalence of undernourishment (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TEA,WB_WDI_SN_ITK_DEFC_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2017,3.853805030553096,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,East Asia & Pacific (IDA & IBRD),Prevalence of undernourishment (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EMU,WB_WDI_SN_ITK_DEFC_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2017,2.525239310583114,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Euro area,Prevalence of undernourishment (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ECS,WB_WDI_SN_ITK_DEFC_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2017,2.6669165087880082,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Europe & Central Asia,Prevalence of undernourishment (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ZMB,WB_WDI_SN_ITK_DEFC_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2017,31.8,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Zambia,Prevalence of undernourishment (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ZWE,WB_WDI_SN_ITK_DEFC_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2017,30.9,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Zimbabwe,Prevalence of undernourishment (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AFE,WB_WDI_SN_ITK_DEFC_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2018,23.490746363133862,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Eastern & Southern Africa,Prevalence of undernourishment (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AFW,WB_WDI_SN_ITK_DEFC_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2018,12.429725817326533,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Western & Central Africa,Prevalence of undernourishment (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ARB,WB_WDI_SN_ITK_DEFC_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2018,9.636120842516677,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Arab World,Prevalence of undernourishment (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CSS,WB_WDI_SN_ITK_DEFC_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2018,5.888005967136112,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Caribbean small states,Prevalence of undernourishment (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CEB,WB_WDI_SN_ITK_DEFC_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2018,2.582135304688792,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Central Europe and the Baltics,Prevalence of undernourishment (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EAR,WB_WDI_SN_ITK_DEFC_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2018,9.458577692029932,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Early-demographic dividend,Prevalence of undernourishment (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EAS,WB_WDI_SN_ITK_DEFC_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2018,4.200996631157225,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,East Asia & Pacific,Prevalence of undernourishment (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EAP,WB_WDI_SN_ITK_DEFC_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2018,4.274306484510754,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,East Asia & Pacific (excluding high income),Prevalence of undernourishment (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TEA,WB_WDI_SN_ITK_DEFC_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2018,3.738395041838253,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,East Asia & Pacific (IDA & IBRD),Prevalence of undernourishment (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EMU,WB_WDI_SN_ITK_DEFC_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2018,2.5125986192921776,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Euro area,Prevalence of undernourishment (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VEN,WB_WDI_SN_ITK_DEFC_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2009,2.5,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,"Venezuela, RB",Prevalence of undernourishment (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VNM,WB_WDI_SN_ITK_DEFC_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2009,11.3,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Vietnam,Prevalence of undernourishment (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ZMB,WB_WDI_SN_ITK_DEFC_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2009,44.9,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Zambia,Prevalence of undernourishment (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ZWE,WB_WDI_SN_ITK_DEFC_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2009,28.0,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Zimbabwe,Prevalence of undernourishment (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AFE,WB_WDI_SN_ITK_DEFC_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2010,23.048806714703325,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Eastern & Southern Africa,Prevalence of undernourishment (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AFW,WB_WDI_SN_ITK_DEFC_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2010,12.403778666133249,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Western & Central Africa,Prevalence of undernourishment (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ARB,WB_WDI_SN_ITK_DEFC_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2010,8.601800784068262,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Arab World,Prevalence of undernourishment (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CSS,WB_WDI_SN_ITK_DEFC_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2010,7.417427317004988,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Caribbean small states,Prevalence of undernourishment (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CEB,WB_WDI_SN_ITK_DEFC_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2010,2.8459406016467095,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Central Europe and the Baltics,Prevalence of undernourishment (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EAR,WB_WDI_SN_ITK_DEFC_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2010,12.881648264277702,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Early-demographic dividend,Prevalence of undernourishment (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ZMB,WB_WDI_SN_ITK_DEFC_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2018,31.5,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Zambia,Prevalence of undernourishment (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ZWE,WB_WDI_SN_ITK_DEFC_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2018,31.0,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Zimbabwe,Prevalence of undernourishment (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AFE,WB_WDI_SN_ITK_DEFC_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2019,24.14527383831608,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Eastern & Southern Africa,Prevalence of undernourishment (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AFW,WB_WDI_SN_ITK_DEFC_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2019,13.328269232233735,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Western & Central Africa,Prevalence of undernourishment (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ARB,WB_WDI_SN_ITK_DEFC_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2019,10.007523642817139,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Arab World,Prevalence of undernourishment (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CSS,WB_WDI_SN_ITK_DEFC_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2019,6.316583681298581,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Caribbean small states,Prevalence of undernourishment (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CEB,WB_WDI_SN_ITK_DEFC_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2019,2.5485411313096877,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Central Europe and the Baltics,Prevalence of undernourishment (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EAR,WB_WDI_SN_ITK_DEFC_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2019,10.248015834982208,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Early-demographic dividend,Prevalence of undernourishment (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EAS,WB_WDI_SN_ITK_DEFC_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2019,3.6578006546511497,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,East Asia & Pacific,Prevalence of undernourishment (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EAP,WB_WDI_SN_ITK_DEFC_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2019,3.7030919941273543,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,East Asia & Pacific (excluding high income),Prevalence of undernourishment (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TEA,WB_WDI_SN_ITK_DEFC_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2019,3.7030919941273543,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,East Asia & Pacific (IDA & IBRD),Prevalence of undernourishment (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EMU,WB_WDI_SN_ITK_DEFC_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2019,2.504722251517844,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Euro area,Prevalence of undernourishment (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ZMB,WB_WDI_SN_ITK_DEFC_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2011,42.8,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Zambia,Prevalence of undernourishment (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ZWE,WB_WDI_SN_ITK_DEFC_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2011,29.9,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Zimbabwe,Prevalence of undernourishment (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AFE,WB_WDI_SN_ITK_DEFC_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2012,22.371996591996165,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Eastern & Southern Africa,Prevalence of undernourishment (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AFW,WB_WDI_SN_ITK_DEFC_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2012,12.774955656549658,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Western & Central Africa,Prevalence of undernourishment (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ARB,WB_WDI_SN_ITK_DEFC_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2012,8.603428128670467,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Arab World,Prevalence of undernourishment (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CSS,WB_WDI_SN_ITK_DEFC_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2012,6.717510655135363,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Caribbean small states,Prevalence of undernourishment (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CEB,WB_WDI_SN_ITK_DEFC_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2012,2.833385180341588,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Central Europe and the Baltics,Prevalence of undernourishment (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EAR,WB_WDI_SN_ITK_DEFC_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,2012,11.804360011557776,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Early-demographic dividend,Prevalence of undernourishment (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
